hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_down_in_eBC_score	SCbeta_scRNA_melton2019_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score	proteomics_down_in_sc_score	aggregate_score
NPPC	0.2826603325415677	0.38717339667458434	0	0.25415676959619954	0.8741092636579573	0	0.23515439429928742	0	0.09501187648456057	0	0.5581947743467933
NPS	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.5629453681710214	0	0.09501187648456057	0	0.6033254156769596
NPVF	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
NPW	0.04275534441805225	0.0498812351543943	0	0.10451306413301663	0	0	0.2992874109263658	0	0.09501187648456057	0	0.06175771971496437
NPY	0.2375296912114014	0.4251781472684085	0.9928741092636579	0.2992874109263658	0.9928741092636579	0	0.47030878859857483	0.995249406175772	0.09501187648456057	0	0.997624703087886
NRG1	0.08076009501187649	0.13539192399049882	0	0.10926365795724466	0	0	0.07363420427553444	0	0.09501187648456057	0	0.057007125890736345
NRG2	0.33729216152019004	0.2992874109263658	0	0.2992874109263658	0.9002375296912114	0	0.3182897862232779	0.7980997624703088	0.09501187648456057	0	0.8978622327790974
NRG3	0.21852731591448932	0.16152019002375298	0	0.2209026128266033	0	0	0.07838479809976247	0	0.09501187648456057	0	0.09501187648456057
NRG4	0.3586698337292161	0.24228028503562946	0	0.2992874109263658	0.8527315914489311	0	0.19477434679334918	0	0.09501187648456057	0	0.5486935866983373
NRTN	0.2826603325415677	0.2042755344418052	0	0.2375296912114014	0.8931116389548693	0	0.49406175771971494	0.833729216152019	0.09501187648456057	0	0.8978622327790974
NTF3	0.48931116389548696	0.43705463182897863	0	0.2992874109263658	0	0	0.42992874109263657	0	0.09501187648456057	0	0.33729216152019004
NTF4	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.5154394299287411	0	0.09501187648456057	0	0.43705463182897863
NTN1	0.20190023752969122	0.1543942992874109	0	0.12351543942992874	0.8788598574821853	0	0.057007125890736345	0	0.09501187648456057	0	0.2517814726840855
NTN3	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.22565320665083136	0	0.09501187648456057	0	0.5510688836104513
NTN4	0.4323040380047506	0.37054631828978624	0	0.2992874109263658	0	0	0.334916864608076	0	0.09501187648456057	0	0.25415676959619954
NTS	0.1496437054631829	0.22565320665083136	0	0.13064133016627077	0	0	0.07600950118764846	0	0.09501187648456057	0	0.08076009501187649
NXPH1	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.4014251781472684	0	0.09501187648456057	0	0.3681710213776722
NXPH2	0.3919239904988123	0.37054631828978624	0	0.2992874109263658	0	0	0.41092636579572445	0	0.09501187648456057	0	0.27315914489311166
NXPH3	0.3586698337292161	0.6247030878859857	0	0.2494061757719715	0.8836104513064132	0	0.16389548693586697	0	0.09501187648456057	0	0.5724465558194775
OBP2A	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
OLFM2	0.052256532066508314	0.0332541567695962	0	0.07363420427553444	0.9287410926365796	0	0.035629453681710214	0	0.04513064133016627	0.9786223277909739	0.5558194774346793
ORM1	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
OSM	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
OSTN	0.48931116389548696	0.4584323040380047	0	0.2992874109263658	0	0	0.45368171021377673	0	0.09501187648456057	0	0.35391923990498814
OXT	0.32066508313539194	0.498812351543943	0	0.2992874109263658	0	0	0.5154394299287411	0	0.09501187648456057	0	0.3182897862232779
PDCD1LG2	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.5629453681710214	0	0.09501187648456057	0	0.6033254156769596
PDGFA	0.07363420427553444	0.028503562945368172	0	0.057007125890736345	0	0	0.0498812351543943	0	0.09501187648456057	0	0.019002375296912115
PDGFB	0.48931116389548696	0.43705463182897863	0	0.2660332541567696	0.9619952494061758	0	0.2850356294536817	0.9097387173396675	0.09501187648456057	0	0.9643705463182898
PDGFC	0.33729216152019004	0.1876484560570071	0	0.2992874109263658	0	0	0.2517814726840855	0	0.09501187648456057	0	0.16389548693586697
PDGFD	0.14489311163895488	0.0688836104513064	0	0.09026128266033254	0	0	0.047505938242280284	0	0.09501187648456057	0	0.035629453681710214
PDYN	0.4323040380047506	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.46080760095011875
PENK	0.3586698337292161	0.38954869358669836	0	0.2992874109263658	0	0	0.14489311163895488	0	0.09501187648456057	0	0.1995249406175772
PF4	0.48931116389548696	0.6247030878859857	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.4845605700712589
PF4V1	0.48931116389548696	0.5249406175771971	0	0.2992874109263658	0	0	0.5629453681710214	0	0.09501187648456057	0	0.42280285035629456
PGF	0.06175771971496437	0.08788598574821853	0	0.14014251781472684	0	0	0.08076009501187649	0	0.09501187648456057	0	0.04513064133016627
PIP	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.9406175771971497
PMCH	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.5629453681710214	0	0.09501187648456057	0	0.6033254156769596
PNOC	0.17814726840855108	0.6247030878859857	0	0.23040380047505937	0	0	0.46318289786223277	0	0.09501187648456057	0	0.23040380047505937
POMC	0.4323040380047506	0.2921615201900237	0	0.1828978622327791	0.9786223277909739	0	0.37054631828978624	0.9382422802850356	0.09501187648456057	0	0.9168646080760094
PPBP	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.47030878859857483	0	0.09501187648456057	0	0.40617577197149646
PPY	0.028503562945368172	0.03800475059382423	0	0.19477434679334918	0.995249406175772	0	0.28741092636579574	0.9429928741092637	0.07838479809976247	0.997624703087886	0.9714964370546318
PRL	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.8479809976247031
PRLH	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
PROK1	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9453681710213777	0.09501187648456057	0	0.9596199524940617
PROK2	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
PSPN	0.12351543942992874	0.0997624703087886	0	0.11163895486935867	0	0	0.09738717339667459	0	0.09501187648456057	0	0.05938242280285035
PTH	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
PTH2	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
PTHLH	0.18052256532066507	0.23515439429928742	0	0.12826603325415678	0	0	0.23040380047505937	0	0.09501187648456057	0	0.10926365795724466
PTN	0.25415676959619954	0.1377672209026128	0	0.2992874109263658	0	0	0.47030878859857483	0	0.09501187648456057	0	0.19714964370546317
PYY	0.009501187648456057	0.026128266033254157	0	0.08788598574821853	0	0	0.31116389548693585	0	0.09501187648456057	0	0.047505938242280284
QRFP	0.48931116389548696	0.5938242280285035	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6294536817102138
RARRES2	0.23515439429928742	0.1995249406175772	0	0.2992874109263658	0	0	0.334916864608076	0.7933491686460807	0.09501187648456057	0	0.4679334916864608
RETN	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
RLN1	0.32066508313539194	0.38954869358669836	0	0.2517814726840855	0	0	0.342042755344418	0	0.09501187648456057	0	0.22327790973871733
RLN2	0.29691211401425177	0.21852731591448932	0	0.28978622327790976	0.8978622327790974	0	0.49406175771971494	0.9049881235154394	0.09501187648456057	0	0.9121140142517815
RLN3	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.9406175771971497
RSPO1	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.9406175771971497
RSPO2	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.8693586698337292
RSPO3	0.32066508313539194	0.39667458432304037	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.34441805225653205
RSPO4	0.48931116389548696	0.36104513064133015	0	0.2755344418052256	0	0	0.34679334916864607	0	0.09501187648456057	0	0.2755344418052256
S100A8	0.48931116389548696	0.4584323040380047	0	0.2992874109263658	0	0	0.5629453681710214	0	0.04275534441805225	0	0.37054631828978624
SAA1	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
SCGB1A1	0.48931116389548696	0.5249406175771971	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.4489311163895487
SCGB3A1	0.48931116389548696	0.5938242280285035	0	0.2992874109263658	0	0	0.5629453681710214	0	0.09501187648456057	0	0.4418052256532066
SCGB3A2	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
SCT	0.1828978622327791	0.1496437054631829	0	0.1995249406175772	0	0	0.20190023752969122	0	0.09501187648456057	0	0.09738717339667459
SEMA3A	0.035629453681710214	0.0665083135391924	0	0.028503562945368172	0	0	0.0166270783847981	0	0.09501187648456057	0	0.0166270783847981
SEMA3B	0.2684085510688836	0.14251781472684086	0	0.2992874109263658	0.9453681710213777	0	0.13539192399049882	0	0.09501187648456057	0	0.42992874109263657
SEMA3C	0.0498812351543943	0.06175771971496437	0	0.030878859857482184	0	0	0.040380047505938245	0	0.09501187648456057	0	0.021377672209026127
SEMA3D	0.10451306413301663	0.07125890736342043	0	0.17814726840855108	0	0	0.09263657957244656	0	0.09501187648456057	0	0.05463182897862233
SEMA3E	0.171021377672209	0.16152019002375298	0	0.2992874109263658	0	0	0.34679334916864607	0.828978622327791	0.08076009501187649	0	0.4346793349168646
SEMA3F	0.13064133016627077	0.19477434679334918	0	0.1828978622327791	0	0	0.24465558194774348	0	0.09501187648456057	0	0.10451306413301663
SEMA3G	0.3919239904988123	0.41092636579572445	0	0.2992874109263658	0	0	0.45368171021377673	0	0.09501187648456057	0	0.3016627078384798
SFRP2	0.48931116389548696	0.4584323040380047	0	0.2992874109263658	0	0	0.6294536817102138	0.9786223277909739	0.09501187648456057	0	0.8646080760095012
SHH	0.3919239904988123	0.3087885985748218	0	0.2992874109263658	0	0	0.2375296912114014	0	0.09501187648456057	0	0.21140142517814728
SLIT1	0.09738717339667459	0.035629453681710214	0	0.047505938242280284	0	0	0.2684085510688836	0	0.026128266033254157	0	0.040380047505938245
SLIT2	0.1330166270783848	0.1163895486935867	0	0.2327790973871734	0	0	0.11401425178147269	0	0.09501187648456057	0	0.0855106888361045
SLIT3	0.16389548693586697	0.09026128266033254	0	0.12114014251781473	0	0	0.10926365795724466	0	0.09501187648456057	0	0.0688836104513064
SLURP1	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
SPP1	0.3586698337292161	0.2494061757719715	0.995249406175772	0.2992874109263658	1	0	0.2826603325415677	0.997624703087886	0.07600950118764846	0	0.995249406175772
SST	0.007125890736342043	0.007125890736342043	0	0.009501187648456057	0.9406175771971497	0.997624703087886	0.004750593824228029	0	0.007125890736342043	0	0.39429928741092635
TAC1	0.25415676959619954	0.27790973871733965	0	0.21852731591448932	0	0	0.3919239904988123	0	0.09501187648456057	0	0.1876484560570071
TAC3	0.33729216152019004	0.24228028503562946	0	0.18052256532066507	0	0	0.42042755344418054	0	0.09501187648456057	0	0.20190023752969122
TAC4	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
TF	0.25415676959619954	0.12351543942992874	0	0.2992874109263658	0.9073634204275535	0	0.41092636579572445	0.9358669833729216	0.011876484560570071	0	0.8764845605700713
TG	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.42042755344418054	0	0.09501187648456057	0	0.37292161520190026
TGFA	0.48931116389548696	0.37054631828978624	0	0.2992874109263658	0	0	0.2992874109263658	0	0.09501187648456057	0	0.2660332541567696
TGFB1	0.08788598574821853	0.1163895486935867	0	0.24465558194774348	0.9809976247030879	0	0.1021377672209026	0.8218527315914489	0.0665083135391924	0.9762470308788599	0.9572446555819477
TGFB2	0.10926365795724466	0.16152019002375298	0	0.1163895486935867	0	0	0.052256532066508314	0	0.09501187648456057	0	0.0665083135391924
TGFB3	0.2826603325415677	0.22565320665083136	0	0.23515439429928742	0	0	0.20665083135391923	0	0.09501187648456057	0	0.13539192399049882
THBS1	0.2826603325415677	0.2042755344418052	0	0.2992874109263658	0	0	0.21852731591448932	0.8171021377672208	0.040380047505938245	0.9809976247030879	0.8408551068883611
THBS2	0.3586698337292161	0.39667458432304037	0	0.2992874109263658	0	0	0.3254156769596199	0	0.09501187648456057	0	0.2327790973871734
THPO	0.3919239904988123	0.2494061757719715	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.32779097387173395
TNF	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.8693586698337292
TNFSF10	0.0855106888361045	0.08076009501187649	0	0.2161520190023753	0.9097387173396675	0	0.09026128266033254	0	0.0688836104513064	0	0.22565320665083136
TNFSF11	0.48931116389548696	0.5249406175771971	0	0.29691211401425177	0	0	0.1828978622327791	0	0.09501187648456057	0	0.24465558194774348
TNFSF12	0.15914489311163896	0.16864608076009502	0	0.14726840855106887	0.9121140142517815	0	0.14014251781472684	0	0.09501187648456057	0	0.29691211401425177
TNFSF13	0.48931116389548696	0.6413301662707839	0	0.20190023752969122	0.9667458432304038	0	0.27078384798099764	0.8147268408551069	0.09501187648456057	0	0.9382422802850356
TNFSF13B	0.16152019002375298	0.13064133016627077	0	0.19002375296912113	0	0	0.28741092636579574	0	0.09501187648456057	0	0.10688836104513064
TNFSF14	0.4323040380047506	0.4251781472684085	0	0.2992874109263658	0.8812351543942993	0	0.6294536817102138	0	0.09501187648456057	0	0.8218527315914489
TNFSF15	0.48931116389548696	0.37054631828978624	0	0.2992874109263658	0.9691211401425178	0	0.17339667458432304	0	0.09501187648456057	0	0.5961995249406176
TNFSF18	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9691211401425178	0.09501187648456057	0	0.9667458432304038
TNFSF4	0.2375296912114014	0.26128266033254155	0	0.1496437054631829	0	0	0.15914489311163896	0	0.09501187648456057	0	0.1163895486935867
TNFSF8	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
TNFSF9	0.3919239904988123	0.4584323040380047	0	0.2992874109263658	0	0	0.5154394299287411	0	0.09501187648456057	0	0.334916864608076
TRH	0.3919239904988123	0.6247030878859857	0	0.2992874109263658	0	0	0.33016627078384797	0	0.09501187648456057	0	0.28741092636579574
TSHB	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
TSLP	0.48931116389548696	0.5938242280285035	0	0.2992874109263658	0	0	0.6294536817102138	0.9857482185273159	0.09501187648456057	0	0.8907363420427553
UCN	0.11401425178147269	0.32304038004750596	0	0.27790973871733965	0	0	0.4014251781472684	0.8004750593824228	0.09501187648456057	0	0.4845605700712589
UCN2	0.48931116389548696	0.5249406175771971	0	0.7387173396674585	0	0	0.37767220902612825	0	0.09501187648456057	0	0.5605700712589073
UCN3	0.14251781472684086	0.4584323040380047	0	0.0855106888361045	0.9762470308788599	0	0.12114014251781473	0.8551068883610451	0.023752969121140142	0.9714964370546318	0.9786223277909739
UTS2	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.5320665083135392	0	0	0	0.38004750593824227
UTS2B	0.4323040380047506	0.5724465558194775	0	0.2992874109263658	0.8693586698337292	0	0.45368171021377673	0	0.09501187648456057	0	0.8028503562945368
VEGFA	0.021377672209026127	0.0166270783847981	0	0.011876484560570071	0	0	0.011876484560570071	0	0.09501187648456057	0	0.007125890736342043
VEGFB	0.026128266033254157	0.0166270783847981	0	0.026128266033254157	0	0	0.0332541567695962	0	0.09501187648456057	0	0.009501187648456057
VEGFC	0.25415676959619954	0.28978622327790976	0	0.2992874109263658	0	0	0.19714964370546317	0	0.09501187648456057	0	0.14726840855106887
VEGFD	0.48931116389548696	0.498812351543943	0	0.2992874109263658	0	0	0.4418052256532066	0.8432304038004751	0.09501187648456057	0	0.7980997624703088
VIP	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.8479809976247031
WNT1	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT10A	0.3919239904988123	0.32304038004750596	0	0.2992874109263658	0	0	0.42042755344418054	0	0.09501187648456057	0	0.25415676959619954
WNT10B	0.48931116389548696	0.498812351543943	0	0.2992874109263658	0	0	0.33966745843230406	0	0.09501187648456057	0	0.31116389548693585
WNT11	0.48931116389548696	0.5249406175771971	0	0.2992874109263658	0	0	0.6294536817102138	0.9738717339667459	0.09501187648456057	0	0.8669833729216152
WNT16	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
WNT2	0.4323040380047506	0.5249406175771971	0	0.2992874109263658	0	0	0.47030878859857483	0	0.09501187648456057	0	0.34679334916864607
WNT2B	0.17577197149643706	0.11163895486935867	0	0.20902612826603326	0.850356294536817	0	0.171021377672209	0	0.09501187648456057	0	0.28978622327790976
WNT3	0.24703087885985747	0.12826603325415678	0	0.19239904988123516	0	0	0.21377672209026127	0	0.09501187648456057	0	0.11401425178147269
WNT3A	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT4	0.0332541567695962	0.1377672209026128	0	0.03800475059382423	0.8622327790973872	0	0.030878859857482184	0	0.07125890736342043	0.9833729216152018	0.5653206650831354
WNT5A	0.15201900237529692	0.2161520190023753	0	0.0688836104513064	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444
WNT5B	0.4323040380047506	0.41092636579572445	0	0.2826603325415677	0	0	0.14726840855106887	0	0.09501187648456057	0	0.21377672209026127
WNT6	0.48931116389548696	0.4584323040380047	0	0.2992874109263658	0	0	0.5629453681710214	0	0.09501187648456057	0	0.40380047505938244
WNT7A	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.8693586698337292
WNT7B	0.48931116389548696	0.36104513064133015	0	0.2992874109263658	0	0	0.32779097387173395	0	0.09501187648456057	0	0.27790973871733965
WNT8A	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT8B	0.48931116389548696	0.5938242280285035	0	0.2992874109263658	0	0	0.3586698337292161	0	0.09501187648456057	0	0.33966745843230406
WNT9A	0.21852731591448932	0.26128266033254155	0	0.0997624703087886	0	0	0.166270783847981	0.8194774346793349	0.09501187648456057	0	0.32304038004750596
WNT9B	0.3586698337292161	0.4584323040380047	0	0.2992874109263658	0	0	0.46318289786223277	0	0.09501187648456057	0	0.29453681710213775
XCL1	0.3919239904988123	0.6247030878859857	0	0.2992874109263658	0	0	0.27790973871733965	0	0.09501187648456057	0	0.2684085510688836
XCL2	0.48931116389548696	0.6413301662707839	0	0.16152019002375298	0	0	0.6294536817102138	0	0.09501187648456057	0	0.42280285035629456
ZP3	0.27315914489311166	0.32304038004750596	0	0.2992874109263658	0	0	0.6294536817102138	0.9928741092636579	0.09501187648456057	0	0.8004750593824228
